freq,ipc,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 
A,AVI,P_MHAB,FI	: 	: 	: 	0.207 	0.411 	0.204 	0.204 	: 	0.405 	0.606 	0.201 	0.2 	: 	0.396 	: 	: 	: 	: 	: 	0.194 	: 	0.193 	0.192 	0.96 	0.192 	: 	0.761 	0.442 	0.377 	0.375 	0.467 	0.372 	0.133 	: 
A,AVI,P_MHAB,FR	0.643 	0.489 	0.495 	0.402 	0.6 	0.85 	0.648 	0.86 	1.118 	1.152 	1.389 	0.935 	1.118 	0.836 	1.015 	0.716 	1.056 	1.06 	0.974 	0.967 	0.951 	1.408 	1.488 	1.684 	2.268 	2.135 	2.319 	3.216 	2.868 	2.905 	3.358 	3.866 	3.624 	2.728 p
A,AVI,P_MHAB,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.232 	: 	: 	: 	: 	: 	: 	: 
A,AVI,P_MHAB,HU	: 	: 	0.093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.096 	: 	: 	: 	: 	0.097 	: 	: 	: 	: 	0.099 	0.099 	: 	: 	: 	0.1 	: 	0.1 	0.025 	: 	: 
A,AVI,P_MHAB,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.138 	0.137 	0.271 	: 	0.265 	: 	: 	: 	0.248 	: 	0.238 	: 	: 	: 	: 	: 	: 	0.218 p
A,AVI,P_MHAB,IL	: 	: 	: 	0.122 	: 	0.236 	: 	: 	0.338 	0.221 	0.215 	0.641 	: 	0.19 	0.495 	0.18 	0.132 	0.686 	0.335 	0.327 	0.477 	0.777 	1.572 	0.897 	1.175 	1.01 	1.418 	1.253 	1.231 	0.935 	1.049 	1.03 	1.517 	0.62 p
A,AVI,P_MHAB,IN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	: 	0.001 	: 	0.001 	: 	0.001 	: 	0.002 	0.002 	0.001 p
A,AVI,P_MHAB,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AVI,P_MHAB,IT	: 	0.035 	0.018 	0.106 	0.035 	: 	0.071 	0.062 	0.124 	0.053 	0.088 	0.141 	0.053 	0.106 	0.123 	0.053 	0.053 	0.252 	0.141 	0.123 	0.088 	0.17 	0.228 	0.236 	0.122 	0.23 	0.244 	0.165 	0.409 	0.504 	0.287 	0.497 	0.438 	0.256 p
A,AVI,P_MHAB,JP	0.009 	: 	0.025 	0.059 	0.033 	0.025 	0.049 	0.082 	0.098 	0.114 	0.089 	0.089 	0.08 	0.04 	0.04 	0.064 	0.032 	0.127 	0.15 	0.222 	0.323 	0.22 	0.196 	0.196 	0.139 	0.102 	0.094 	0.133 	0.213 	0.279 	0.371 	0.394 	0.284 	0.291 p
A,AVI,P_MHAB,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.021 	0.007 	: 	0.021 	0.021 	: 	0.144 	0.143 	0.102 	0.04 	0.02 	0.04 	0.1 p
A,AVI,P_MHAB,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.147 	: 	: 	33.481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AVI,P_MHAB,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.291 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AVI,P_MHAB,LU	: 	: 	: 	: 	: 	: 	: 	: 	5.376 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.739 	0.772 	: 	8.542 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.905 	: 
A,AVI,P_MHAB,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.489 	0.494 p
A,AVI,P_MHAB,MX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	0.033 	0.024 	0.002 	0.001 p
A,AVI,P_MHAB,NL	0.142 	0.164 	0.07 	0.279 	0.069 	0.415 	0.138 	0.342 	0.272 	0.338 	0.134 	: 	0.053 	0.066 	0.196 	: 	0.129 	0.193 	0.128 	0.063 	0.126 	0.407 	0.466 	0.474 	0.451 	0.131 	0.38 	0.342 	0.409 	0.445 	0.261 	0.332 	0.822 	0.675 p
A,AVI,P_MHAB,NO	0.245 	0.244 	: 	: 	: 	: 	: 	: 	0.238 	: 	: 	: 	0.468 	0.465 	: 	: 	0.229 	0.228 	: 	0.675 	0.67 	0.444 	: 	0.22 	0.218 	: 	0.431 	: 	0.211 	0.833 	0.206 	0.813 	0.301 	0.198 p
A,AVI,P_MHAB,NZ	: 	: 	: 	0.308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.268 	0.053 	0.087 	: 	0.259 	0.515 	: 	: 	0.245 	0.484 	0.478 	0.152 	0.47 	0.651 	0.46 	0.228 	: 	0.113 p
A,AVI,P_MHAB,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.026 	: 	: 	: 	: 	0.013 	0.026 	0.053 	0.038 	0.035 	: 
A,AVI,P_MHAB,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.095 	: 	: 	: 	: 	0.095 	: 	0.095 p
A,AVI,P_MHAB,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.044 	: 	: 	: 	: 	: 	0.045 	: 	: 	: 	: 	: 	: 	0.016 	: 	: 	: 	: 	: 	: 
A,AVI,P_MHAB,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.013 	0.054 	0.013 	0.03 	0.037 	0.012 	0.013 	0.02 	0.034 	0.027 	0.007 	0.032 	0.028 	0.042 	0.028 	0.021 	0.035 	0.035 	0.021 	0.028 	0.028 	0.014 	0.003 p
A,AVI,P_MHAB,SE	0.241 	0.24 	0.36 	0.24 	0.36 	0.24 	0.838 	0.597 	0.822 	0.355 	0.352 	0.349 	0.208 	0.115 	0.915 	0.454 	0.566 	0.565 	0.565 	1.016 	1.204 	1.013 	1.235 	0.727 	1.708 	0.999 	0.995 	1.07 	1.143 	2.304 	1.338 	0.85 	1.872 	1.36 p
A,AVI,P_MHAB,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.186 	: 	: 	0.464 	0.185 	: 
A,AVI,P_MHAB,TR	: 	: 	: 	: 	: 	: 	: 	0.019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.015 	: 	: 	: 	0.019 	: 	: 	: 	0.021 	0.014 	0.013 	0.013 p
A,AVI,P_MHAB,UK	0.151 	0.328 	0.391 	0.444 	0.435 	0.354 	0.565 	0.626 	0.66 	0.649 	0.72 	0.576 	0.344 	0.278 	0.519 	0.301 	0.439 	0.558 	0.669 	0.784 	0.663 	0.853 	0.525 	0.699 	0.753 	0.765 	1.095 	1.065 	1.231 	1.488 	1.573 	1.574 	1.413 	1.457 p
A,AVI,P_MHAB,US	0.194 	0.176 	0.332 	0.263 	0.274 	0.456 	0.487 	0.493 	0.428 	0.497 	0.43 	0.521 	0.405 	0.376 	0.381 	0.515 	0.581 	0.6 	0.565 	0.609 	0.748 	0.688 	0.755 	0.78 	0.689 	0.857 	0.859 	0.751 	0.76 	0.756 	0.907 	1.236 	1.708 	1.73 p
A,AVI,P_MHAB,ZA	: 	: 	0.033 	: 	: 	0.03 	: 	: 	: 	: 	0.014 	: 	: 	: 	0.025 	0.024 	0.024 	: 	: 	: 	: 	: 	: 	: 	: 	0.041 	: 	: 	: 	0.02 	0.039 	: 	0.019 	: 
A,CAB,NR,AT	: 	3 	8 	3 	12.33 	9 	14.25 	2 	4 	7.5 	4.5 	6.67 	11.7 	9.33 	16 	25.54 	12.79 	13.25 	17.96 	25.87 	41.37 	47.21 	74.03 	56.58 	65.25 	70.98 	74.54 	72.8 	48.3 	61.3 	39.42 	49.5 	65.74 	59.07 p
A,CAB,NR,AU	3.5 	8 	3 	7 	11 	10.25 	6.83 	14.17 	7 	8.7 	8.67 	18.5 	22.37 	18.5 	29.9 	32.58 	15.83 	65.94 	63.58 	198.38 	166.35 	102.98 	144.87 	101.38 	138.19 	102.81 	92.08 	88.99 	91.72 	82.61 	51.95 	72.02 	61.97 	56.08 p
A,CAB,NR,BE	3 	1 	6 	4 	6.46 	10.2 	6 	5.5 	7.5 	5.33 	21.83 	18 	22.52 	45 	32.5 	42.33 	38.31 	42.98 	46.23 	63.14 	61.83 	77.07 	120.05 	70.74 	87.07 	82.53 	65.22 	75.58 	91.97 	73.86 	79.57 	75.44 	102.94 	89.99 p
A,CAB,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	0.11 	: 	1.93 	: 	1 	2.05 	2.57 	7.8 	1.75 	2.25 	1 	: 	2 	4.75 	3 p
A,CAB,NR,BR	: 	: 	: 	: 	: 	1 	0.5 	1 	0.5 	: 	0.33 	: 	0.17 	: 	1.57 	2 	0.33 	: 	2.5 	: 	1.11 	2.25 	4.5 	3.5 	5.42 	4.69 	4.95 	4.14 	6.17 	8 	6.24 	5.55 	12.97 	4.08 p
A,CAB,NR,CA	5.58 	13.62 	14.17 	13.83 	15.17 	19.13 	21.33 	22.5 	19.33 	30.7 	26.93 	21.17 	15.93 	29.98 	51.61 	50.72 	51.47 	78.93 	104.54 	137.67 	168.36 	159.77 	190.74 	254.08 	408.53 	397.21 	451.93 	375.14 	362.19 	330.86 	447.17 	415.78 	410.18 	313.74 p
A,CAB,NR,CH	18.67 	21 	23 	20.5 	34.75 	25.7 	25.7 	23.87 	30.67 	25.75 	25.37 	26.88 	31.9 	32.78 	40.52 	42.12 	47.6 	66.98 	73.53 	126.53 	171.64 	161.91 	135.33 	104.09 	152.49 	138.26 	111.36 	133.31 	139.54 	99.28 	109.3 	107.33 	123.24 	101.56 p
A,CAB,NR,CN_X_HK	: 	: 	: 	: 	: 	1 	: 	0.94 	: 	: 	3.25 	2 	1 	: 	1 	1 	1 	3.12 	7.16 	6.17 	27.44 	42.93 	50.75 	82.95 	81.38 	160.6 	144.43 	197.49 	255.44 	394.51 	480.26 	628.81 	945.75 	722.85 p
A,CAB,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.36 	: 	0.33 	1 	: 	: 	0.13 	: 	0.67 	: 	1 	: 	: 	1 	: 
A,CAB,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	0.5 	1.4 	1.5 	0.2 	2.15 	0.75 	3 	5.93 	6.67 	3.53 	4.25 	12.67 	2.12 	5.53 	11.13 	6.61 	11.15 p
A,CAB,NR,DE	158.83 	149 	197.8 	192.17 	192.92 	201 	227.38 	266.28 	245.99 	291.67 	283.13 	235.16 	297.65 	343.43 	329.5 	384.62 	534.21 	671.3 	749.61 	928.3 	1054.29 	1215.64 	1110.16 	1112.32 	1131.6 	961.55 	948.61 	930.47 	868.41 	826.6 	860.28 	958.77 	1000.59 	797.36 p
A,CAB,NR,DK	: 	2 	2 	5.67 	1.5 	7.2 	2 	1 	3.25 	4 	0.33 	5.33 	5.33 	2 	9.89 	7.4 	21.25 	27.17 	26.43 	42.51 	48.82 	45.12 	40.82 	46.19 	32.42 	39.22 	49.9 	28.47 	51.85 	27.12 	42.61 	40.82 	25.92 	34.79 p
A,CAB,NR,EA18	286.33 	269.7 	355.63 	379.83 	393.94 	458.83 	506.98 	552.42 	591.32 	646.73 	677.75 	608.65 	743.75 	814.05 	884.52 	953.85 	1238.71 	1536.24 	1811.09 	2241.95 	2541.71 	3007.85 	2773.83 	2632.99 	2714.01 	2441.4 	2316.69 	2260.44 	2248.23 	2189.95 	2343.82 	2467.98 	2596.44 	2150.69 p
A,CAB,NR,EA19	286.33 	269.7 	355.63 	379.83 	393.94 	458.83 	506.98 	552.42 	591.32 	646.73 	677.75 	608.65 	743.75 	814.05 	884.52 	953.85 	1239.21 	1536.24 	1811.09 	2244.45 	2541.82 	3007.85 	2774.16 	2632.99 	2714.01 	2441.9 	2316.69 	2260.44 	2249.39 	2189.95 	2343.82 	2467.98 	2596.44 	2150.69 p
A,CAB,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.73 	: 	: 	: 	0.5 	2 	1 	1 	0.5 	3 	2.08 	2 	2.08 	4 	3 	4.4 p
A,CAB,NR,EL	: 	0.2 	0.5 	: 	: 	: 	1.5 	1.5 	0.75 	: 	: 	1 	2.33 	: 	1 	2 	1.2 	1.83 	1 	1.33 	1 	1.25 	3.58 	4.28 	2.83 	3.83 	2.79 	2.93 	6.92 	2.58 	2.5 	3.92 	5.53 	6.77 p
A,CAB,NR,ES	1 	: 	2 	1 	2 	3 	3 	3 	5.33 	7.5 	3 	5.9 	4 	3.33 	5.25 	10.58 	16.02 	24.42 	22.74 	34.15 	55.13 	45.49 	30.93 	35.05 	35.47 	29.01 	37.95 	44.97 	54.73 	54.12 	69.7 	68.62 	86.73 	66.72 p
A,CAB,NR,EU27_2020	302.33 	291.7 	370.38 	409.5 	415.44 	488.54 	530.98 	573.92 	603.23 	674.74 	710.58 	637.65 	790.17 	841.55 	952.58 	1014.23 	1318.86 	1668.75 	1966.6 	2436.77 	2786.62 	3219.4 	2980.23 	2804.33 	2916.79 	2627.71 	2573.47 	2516.83 	2510.56 	2438.67 	2619.21 	2759.78 	2955.27 	2374.4 p
A,CAB,NR,EU28	349.33 	378 	451.38 	510.85 	537.18 	610.57 	676.03 	706.92 	767.7 	886.12 	926.08 	800.6 	995.99 	1060.36 	1217.8 	1259.35 	1632.78 	1992.25 	2402.25 	2965.66 	3484.99 	3801.94 	3508.6 	3319.79 	3458.22 	3096.95 	2998.52 	2932.55 	2888.17 	2856.84 	2987.55 	3100.45 	3370.5 	2753.91 p
A,CAB,NR,EX_SU	: 	: 	: 	: 	: 	: 	3.25 	: 	1 	1 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CAB,NR,FI	: 	: 	: 	2 	2 	: 	1 	2.33 	4 	5 	8 	14 	17 	20 	22.5 	32.75 	36.78 	49.27 	51.33 	113.28 	127.87 	162.2 	169.6 	188.97 	219.42 	160.05 	166.28 	125.05 	148.16 	143.9 	202.73 	161.92 	199.98 	135.06 p
A,CAB,NR,FR	76.17 	71.5 	81.67 	93.67 	104.51 	134.8 	162.1 	163.47 	203.83 	195.08 	220.62 	200.59 	247.59 	217.55 	291.75 	242.52 	277.59 	404.33 	485.66 	591.42 	560.68 	607.76 	608.07 	587.86 	590.31 	561.05 	509.32 	569.52 	557.27 	611.85 	667.18 	674.92 	683.39 	601.43 p
A,CAB,NR,HK	: 	: 	2.5 	: 	: 	0.33 	: 	1.06 	1 	1 	0.75 	5 	4.17 	3.5 	: 	3.87 	3.33 	4 	: 	5.2 	7 	1 	1.75 	2.4 	1 	4 	2.33 	4 	1.33 	3.25 	1 	2.4 	2 	1.33 p
A,CAB,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	0.2 	: 	1 	0.33 	1.33 	3 	: 	1 	: 	: 	2 	3.67 	1 	0.67 	0.67 	: 	: 
A,CAB,NR,HU	4 	2 	5 	1 	2 	: 	1 	: 	: 	: 	: 	: 	1.2 	2.33 	4.46 	1.2 	0.33 	1.33 	4.67 	3.5 	8.82 	6.5 	0.73 	3 	6.1 	7.12 	11.08 	6 	4.87 	4.83 	4.78 	14 	18.05 	9.75 p
A,CAB,NR,IE	: 	: 	1 	1 	: 	1 	1 	1.33 	3 	2.5 	6.67 	9.83 	8.44 	6.83 	5.17 	9.17 	6.17 	9.2 	22.85 	17.83 	26.52 	24.71 	15.83 	19.11 	23.3 	26.67 	31.01 	35.74 	29 	17.17 	44.89 	33.03 	38.56 	40.7 p
A,CAB,NR,IL	: 	: 	2.5 	1.5 	2 	1 	12.6 	6.33 	3.25 	11.33 	26.13 	35.45 	40.18 	34.57 	45.07 	41.49 	68.81 	80.1 	125.91 	140.65 	192.83 	140.86 	107.64 	157.91 	186.2 	232.37 	193.05 	175.83 	198.36 	158.07 	157.87 	192.52 	215.06 	168.53 p
A,CAB,NR,IN	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	0.5 	0.5 	: 	: 	0.64 	2.7 	1.63 	4.35 	6.5 	8.54 	8.38 	11.18 	18.06 	26.01 	53.97 	60.79 	48.99 	41.6 	45.27 	44.23 	83.13 	105.18 	180.49 	164.46 	147.29 p
A,CAB,NR,IS	: 	: 	: 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1.25 	1.25 	: 	: 	1.7 	0.95 	4.83 	4 	2.5 	2 	3.33 	0.75 	2.7 	2.5 	1 	1.6 	: 	1.67 	: 	0.33 	: 
A,CAB,NR,IT	28 	26.5 	22 	52 	26.5 	37 	31.5 	35.5 	43.25 	49.95 	61.33 	37 	47.5 	84.17 	92.08 	84.3 	132.58 	96.33 	99.33 	99.99 	172.21 	100.57 	165.28 	160.01 	171.91 	202.93 	163.62 	132.15 	119.21 	117.29 	120.96 	108.63 	100.75 	113.78 p
A,CAB,NR,JP	215.33 	248 	363.5 	404.75 	551.92 	577.56 	652.42 	818 	1142.09 	1446.1 	1573.4 	1401.53 	1307.37 	1324.83 	1318.76 	1525.51 	1756.51 	1996.09 	2015.7 	2386.49 	2990.12 	2713.44 	2998.36 	3046.47 	2942.6 	2422.17 	2391.29 	2111.67 	2044.36 	2057.48 	2149.65 	2104.78 	2137.99 	1669.2 p
A,CAB,NR,KR	: 	: 	: 	: 	: 	: 	: 	: 	1 	2.62 	15 	14.5 	40.25 	40.33 	29 	66 	104.03 	126.75 	144.5 	135.24 	172.83 	223.47 	356.55 	429.93 	571.99 	513.82 	644.93 	505.71 	478.74 	605.41 	728.03 	744.09 	1142.22 	1021.08 p
A,CAB,NR,LI	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.67 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	0.33 	: 	: 	: 	10 p
A,CAB,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	2.5 	0.11 	: 	0.33 	: 	: 	0.5 	: 	: 	1.17 	: 	: 	: 	: 	: 
A,CAB,NR,LU	: 	: 	: 	1 	: 	1 	: 	: 	: 	: 	: 	: 	: 	0.14 	1 	: 	: 	1 	2.33 	1 	5 	2 	2.37 	3.58 	7.42 	2 	13.33 	2 	0.7 	1.5 	1.42 	1.54 	1.33 	1.58 p
A,CAB,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	: 	: 	: 	: 	: 	0.25 	: 	2 	: 	: 	: 	1 	2 	: 
A,CAB,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CAB,NR,MT	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 p
A,CAB,NR,MX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	1 	1 	: 	: 	1 	2 	1 	6 	1 	3 	6.2 	: 	3.14 	1 	2 	2 	1.83 	1.2 	2.13 	3.81 p
A,CAB,NR,NL	19.33 	18.5 	36.67 	30 	47.21 	60.83 	59.25 	71.5 	73.67 	81.2 	67.67 	80.5 	83.52 	83.6 	85.77 	119.53 	182.21 	220.42 	307.05 	360.92 	434.79 	716.96 	468.48 	384.5 	372.5 	330.36 	298.99 	242.7 	290.6 	261.37 	240.35 	303.93 	289.4 	209.62 p
A,CAB,NR,NO	: 	: 	: 	1 	: 	1 	2 	1 	: 	4 	4 	4 	3.67 	1.5 	1.59 	15.5 	11.7 	20.32 	14.9 	15.22 	29.78 	30.5 	31.75 	24.35 	27.62 	37.76 	30.82 	18.39 	24.58 	25.94 	13.3 	20.77 	40.88 	27.57 p
A,CAB,NR,NZ	: 	2 	: 	1 	0.67 	: 	: 	1 	: 	: 	: 	3 	1 	2.2 	1 	2 	2.5 	7.25 	4.33 	10.7 	7 	6 	10.5 	12.83 	9.67 	7.79 	3 	11 	14.38 	11.07 	5.95 	6.13 	7.33 	6.87 p
A,CAB,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	1.5 	0.5 	0.58 	2 	1.5 	1.75 	: 	3.1 	5 	4.08 	3.5 	8.3 	16.75 	13.64 	15.93 	23.29 	16.9 	28.42 	29.57 p
A,CAB,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	0.83 	: 	: 	: 	: 	1.9 	: 	2.5 	: 	2 	1 	5.62 	6.8 	3.5 	4.72 	5.81 	4 	6.24 p
A,CAB,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	1 	: 	: 	1 	2.33 	1.34 	0.75 	1.53 	4.35 	3.79 	7.25 	3.33 	5.58 	4 	8.7 	8.83 	8.92 p
A,CAB,NR,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	0.75 	0.75 	2.48 	8.4 	9.97 	10.37 	15.65 	13.04 	8.58 	16.82 	8.1 	8.48 	6.69 	16.05 	15.2 	10.18 	18.85 	23.93 	39.7 	40.21 	39.5 	53.18 p
A,CAB,NR,SE	12 	18 	7.75 	23 	18 	22.5 	21 	20.5 	8.67 	24 	32.5 	22.67 	38.87 	23.17 	52.71 	50.27 	57.57 	101.23 	121.4 	143.71 	184.08 	154.33 	157.08 	115.4 	155.59 	129.05 	175.91 	194.18 	181.56 	193.26 	200.04 	208.71 	272.86 	137.67 p
A,CAB,NR,SG	: 	: 	: 	: 	0.5 	: 	0.33 	: 	2.25 	6 	: 	6.5 	6.08 	3.14 	7 	5.5 	17.92 	13.48 	30.92 	25.5 	29.83 	33.68 	49.14 	53.32 	39.77 	32.19 	28.29 	28.12 	28.83 	31.85 	36.95 	32.13 	33.88 	23.02 p
A,CAB,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	: 	0.5 	0.67 	2 	: 	: 	1.4 	2.53 	2 	0.83 	2 	3.19 	1 	: 	0.4 	: 	11 	5.75 	6.6 	: 	5 	0.75 	4.5 p
A,CAB,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	0.67 	: 	0.58 	: 	1.5 	: 	: 	: 	: 	5.67 	3.2 	2.5 	0.83 	4.13 	1.33 p
A,CAB,NR,TR	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.17 	1.5 	1.08 	2.9 	: 	: 	3.08 	5.33 	0.67 	6.33 	13.5 	10.98 	14.75 	10.83 	15.08 	17.72 	16.62 p
A,CAB,NR,TW	: 	: 	: 	: 	0.5 	: 	: 	3.5 	2 	5.5 	6 	5.33 	0.75 	7.1 	7.12 	6.23 	13.01 	17.87 	17.46 	26.25 	25.97 	35.14 	62.4 	64.9 	94.12 	104.14 	102.25 	156.94 	165.77 	196.38 	201.27 	266.28 	170.13 	126.83 p
A,CAB,NR,UK	47 	86.3 	81 	101.35 	121.74 	122.03 	145.05 	133 	164.47 	211.38 	215.5 	162.95 	205.82 	218.81 	265.22 	245.12 	313.92 	323.5 	435.65 	528.89 	698.37 	582.54 	528.37 	515.46 	541.43 	469.24 	425.05 	415.72 	377.61 	418.17 	368.34 	340.67 	415.23 	379.51 p
A,CAB,NR,US	517.08 	660.88 	688.78 	732.9 	803.66 	914.33 	913 	1116.47 	1327.5 	1551.43 	1868.84 	1745.03 	1769.57 	1956.31 	2227.05 	2518.3 	2644.57 	2915.34 	3393.37 	3799.18 	3998.45 	4306.37 	4419.24 	4923.01 	4615.66 	4159.83 	3646.28 	3360.47 	3290.69 	3198.96 	3624.25 	4124.5 	4213.82 	3997.52 p
A,CAB,NR,WORLD	1110 	1332 	1551.167 	1699 	1966 	2164 	2315.5 	2718.75 	3310.667 	3986.333 	4493.25 	4105.333 	4260.889 	4526 	4992 	5599.583 	6406.5 	7450.167 	8465 	10056.667 	11563.083 	11867.625 	12192.139 	12743.785 	12870.75 	11536 	10983.25 	10261.733 	10177.2 	10270.365 	11254.833 	12173.467 	13234.992 	11334.658 p
A,CAB,NR,ZA	: 	: 	: 	2 	: 	: 	: 	: 	1.5 	1 	: 	5 	8 	2.56 	: 	1 	: 	14 	15.83 	11.5 	14 	7 	6.7 	14.25 	6 	3.71 	11.83 	3.67 	7.8 	3 	3.63 	4 	8.25 	5.5 p
A,CAB,P_MACT,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.183 	6.632 	3.348 	3.464 	4.685 	6.715 	10.72 	12.111 	19.082 	14.219 	16.774 	17.876 	18.461 	17.654 	11.593 	14.577 	9.341 	11.657 	15.313 	13.623 p
A,CAB,P_MACT,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.583 	11.015 	7.836 	10.124 	9.153 	10.2 	10.84 	14.424 	14.069 	17.752 	27.28 	15.959 	19.272 	17.842 	14.034 	15.968 	19.244 	15.387 	16.257 	15.535 	21.04 	18.191 p
A,CAB,P_MACT,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.573 	: 	0.304 	0.616 	0.774 	2.282 	0.501 	0.632 	0.286 	: 	0.599 	1.42 	0.89 p
A,CAB,P_MACT,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.025 	3.042 	: 	: 	0.354 	: 	1.703 	: 	2.473 	: 	: 	2.29 	: 
